Pretrain epoch [18/4], ZINB loss:0.4414, NB loss:22.6733, latent MSE loss:0.26784793, KL loss:0.00353002
Pretrain epoch [19/4], ZINB loss:0.4032, NB loss:23.8378, latent MSE loss:0.27348873, KL loss:0.00368627
Pretrain epoch [20/4], ZINB loss:0.3911, NB loss:21.5464, latent MSE loss:0.27454636, KL loss:0.00371500
Pretrain epoch [21/4], ZINB loss:0.4200, NB loss:22.4570, latent MSE loss:0.27574345, KL loss:0.00350251
Pretrain epoch [22/4], ZINB loss:0.4131, NB loss:21.8032, latent MSE loss:0.27389044, KL loss:0.00361094
Pretrain epoch [23/4], ZINB loss:0.4100, NB loss:22.4503, latent MSE loss:0.28295392, KL loss:0.00357383
Pretrain epoch [24/4], ZINB loss:0.4290, NB loss:21.6127, latent MSE loss:0.27471554, KL loss:0.00355210
Pretrain epoch [25/4], ZINB loss:0.4348, NB loss:21.9753, latent MSE loss:0.27741036, KL loss:0.00370317
Pretrain epoch [26/4], ZINB loss:0.4171, NB loss:20.3718, latent MSE loss:0.27449596, KL loss:0.00369937
Pretrain epoch [27/4], ZINB loss:0.5063, NB loss:21.5834, latent MSE loss:0.28208771, KL loss:0.00004992
Pretrain epoch [1/5], ZINB loss:0.3981, NB loss:20.3849, latent MSE loss:0.28075483, KL loss:0.00359032
Pretrain epoch [2/5], ZINB loss:0.4078, NB loss:19.1077, latent MSE loss:0.28466997, KL loss:0.00370428
Pretrain epoch [3/5], ZINB loss:0.4407, NB loss:19.5432, latent MSE loss:0.28768194, KL loss:0.00370991
Pretrain epoch [4/5], ZINB loss:0.3997, NB loss:19.2205, latent MSE loss:0.28596389, KL loss:0.00388962
Pretrain epoch [5/5], ZINB loss:0.4078, NB loss:19.1575, latent MSE loss:0.29199338, KL loss:0.00400115
Pretrain epoch [6/5], ZINB loss:0.4237, NB loss:19.2241, latent MSE loss:0.27421957, KL loss:0.00354592
Pretrain epoch [7/5], ZINB loss:0.4250, NB loss:18.4926, latent MSE loss:0.27537054, KL loss:0.00362542
Pretrain epoch [8/5], ZINB loss:0.4079, NB loss:19.3572, latent MSE loss:0.27524617, KL loss:0.00391570
Pretrain epoch [9/5], ZINB loss:0.4161, NB loss:18.9047, latent MSE loss:0.27840036, KL loss:0.00388329
Pretrain epoch [10/5], ZINB loss:0.4314, NB loss:18.8347, latent MSE loss:0.26883206, KL loss:0.00363827
Pretrain epoch [11/5], ZINB loss:0.4153, NB loss:17.9275, latent MSE loss:0.28765595, KL loss:0.00399918
Pretrain epoch [12/5], ZINB loss:0.4133, NB loss:17.0515, latent MSE loss:0.26593044, KL loss:0.00363397
Pretrain epoch [13/5], ZINB loss:0.4125, NB loss:17.4279, latent MSE loss:0.27422872, KL loss:0.00383705
Pretrain epoch [14/5], ZINB loss:0.4056, NB loss:17.9060, latent MSE loss:0.26321629, KL loss:0.00359376
Pretrain epoch [15/5], ZINB loss:0.4112, NB loss:18.2219, latent MSE loss:0.27447858, KL loss:0.00371116
Pretrain epoch [16/5], ZINB loss:0.4299, NB loss:16.9666, latent MSE loss:0.27288425, KL loss:0.00380310
Pretrain epoch [17/5], ZINB loss:0.4138, NB loss:17.2271, latent MSE loss:0.27908537, KL loss:0.00375966
Pretrain epoch [18/5], ZINB loss:0.4113, NB loss:17.2515, latent MSE loss:0.28053182, KL loss:0.00394580
Pretrain epoch [19/5], ZINB loss:0.4204, NB loss:16.9026, latent MSE loss:0.27816817, KL loss:0.00379673
Pretrain epoch [20/5], ZINB loss:0.4209, NB loss:17.1002, latent MSE loss:0.27762410, KL loss:0.00385914
Pretrain epoch [21/5], ZINB loss:0.3925, NB loss:16.4488, latent MSE loss:0.27944303, KL loss:0.00396729
Pretrain epoch [22/5], ZINB loss:0.4163, NB loss:16.1374, latent MSE loss:0.28179651, KL loss:0.00391235
Pretrain epoch [23/5], ZINB loss:0.4218, NB loss:15.8449, latent MSE loss:0.28257787, KL loss:0.00387938
Pretrain epoch [24/5], ZINB loss:0.3887, NB loss:15.1982, latent MSE loss:0.27829418, KL loss:0.00377169
Pretrain epoch [25/5], ZINB loss:0.4012, NB loss:15.1694, latent MSE loss:0.28799042, KL loss:0.00381233
Pretrain epoch [26/5], ZINB loss:0.3995, NB loss:15.0976, latent MSE loss:0.28395092, KL loss:0.00380437
Pretrain epoch [27/5], ZINB loss:0.4330, NB loss:13.7819, latent MSE loss:0.30622730, KL loss:0.00004876
Pretrain epoch [1/6], ZINB loss:0.4000, NB loss:14.6628, latent MSE loss:0.28370753, KL loss:0.00394200
Pretrain epoch [2/6], ZINB loss:0.4110, NB loss:15.0371, latent MSE loss:0.29041669, KL loss:0.00395353
Pretrain epoch [3/6], ZINB loss:0.4271, NB loss:15.4733, latent MSE loss:0.29362771, KL loss:0.00400358
Pretrain epoch [4/6], ZINB loss:0.3976, NB loss:14.3258, latent MSE loss:0.29096738, KL loss:0.00390643
Pretrain epoch [5/6], ZINB loss:0.4235, NB loss:14.8182, latent MSE loss:0.29875359, KL loss:0.00409597
Pretrain epoch [6/6], ZINB loss:0.4130, NB loss:14.8591, latent MSE loss:0.30155665, KL loss:0.00401964
Pretrain epoch [7/6], ZINB loss:0.4459, NB loss:14.3937, latent MSE loss:0.27528134, KL loss:0.00367152
Pretrain epoch [8/6], ZINB loss:0.4107, NB loss:14.8678, latent MSE loss:0.29031861, KL loss:0.00388275
Pretrain epoch [9/6], ZINB loss:0.3979, NB loss:14.0110, latent MSE loss:0.28544834, KL loss:0.00393752
Pretrain epoch [10/6], ZINB loss:0.4026, NB loss:14.0320, latent MSE loss:0.28229198, KL loss:0.00374952
Pretrain epoch [11/6], ZINB loss:0.4173, NB loss:14.0998, latent MSE loss:0.27742425, KL loss:0.00384030
Pretrain epoch [12/6], ZINB loss:0.4240, NB loss:13.2883, latent MSE loss:0.29165524, KL loss:0.00396536
Pretrain epoch [13/6], ZINB loss:0.4052, NB loss:13.4115, latent MSE loss:0.29316089, KL loss:0.00403232
Pretrain epoch [14/6], ZINB loss:0.4069, NB loss:13.0471, latent MSE loss:0.28030509, KL loss:0.00379645
Pretrain epoch [15/6], ZINB loss:0.3807, NB loss:13.5806, latent MSE loss:0.29265213, KL loss:0.00395889
Pretrain epoch [16/6], ZINB loss:0.4168, NB loss:13.8522, latent MSE loss:0.30138615, KL loss:0.00420205
Pretrain epoch [17/6], ZINB loss:0.4195, NB loss:13.1792, latent MSE loss:0.28782013, KL loss:0.00386797
Pretrain epoch [18/6], ZINB loss:0.3887, NB loss:12.8820, latent MSE loss:0.30244246, KL loss:0.00404928
Pretrain epoch [19/6], ZINB loss:0.4004, NB loss:12.8630, latent MSE loss:0.30179337, KL loss:0.00416959
Pretrain epoch [20/6], ZINB loss:0.3976, NB loss:12.9873, latent MSE loss:0.29860446, KL loss:0.00402407
Pretrain epoch [21/6], ZINB loss:0.4221, NB loss:12.5093, latent MSE loss:0.30861631, KL loss:0.00415823
Pretrain epoch [22/6], ZINB loss:0.3879, NB loss:12.4690, latent MSE loss:0.30678347, KL loss:0.00412998
Pretrain epoch [23/6], ZINB loss:0.4355, NB loss:12.6211, latent MSE loss:0.30997929, KL loss:0.00409084
Pretrain epoch [24/6], ZINB loss:0.3991, NB loss:12.4818, latent MSE loss:0.29386556, KL loss:0.00405587
Pretrain epoch [25/6], ZINB loss:0.4049, NB loss:12.6384, latent MSE loss:0.30403334, KL loss:0.00403437
